distretto,mese,giorno,ora,veicolo,genere,età,esito
2,12,11,0,Motocicleta,M,50,Ferit lleu
10,12,11,0,Motocicleta,F,23,Ferit lleu
10,12,11,0,Motocicleta,M,32,Ferit lleu
2,12,11,0,Motocicleta,M,24,Ferit lleu
2,12,11,0,Motocicleta,M,36,Ferit lleu
3,12,12,0,Motocicleta,M,33,Ferit lleu
1,12,12,0,Motocicleta,M,39,Ferit lleu
6,12,13,0,Motocicleta,F,58,Ferit lleu
1,12,13,0,Motocicleta,F,56,Ferit lleu
5,12,13,0,Motocicleta,M,40,Ferit lleu
9,12,13,0,Motocicleta,M,35,Ferit lleu
2,12,13,0,Motocicleta,M,30,Ferit lleu
2,12,13,0,Motocicleta,F,53,Ferit lleu
1,12,13,0,Motocicleta,M,39,Ferit lleu
5,12,13,0,Motocicleta,F,44,Ferit lleu
2,12,13,0,Motocicleta,M,36,Ferit lleu
2,12,14,0,Motocicleta,M,55,Ferit lleu
2,12,14,0,Motocicleta,M,58,Ferit lleu
8,12,14,0,Motocicleta,M,34,Ferit lleu
1,12,14,0,Motocicleta,M,30,Ferit lleu
10,12,14,0,Motocicleta,M,22,Ferit lleu
6,12,14,0,Motocicleta,M,54,Ferit lleu
2,12,14,0,Motocicleta,M,55,Ferit lleu
2,12,14,0,Motocicleta,M,32,Ferit lleu
6,12,14,0,Motocicleta,M,20,Ferit lleu
5,12,14,0,Motocicleta,M,23,Ferit lleu
10,12,14,0,Motocicleta,M,29,Ferit lleu
9,12,15,0,Motocicleta,M,26,Ferit lleu
10,12,15,0,Motocicleta,M,37,Ferit lleu
7,12,15,0,Motocicleta,M,23,Ferit lleu
7,12,15,0,Motocicleta,M,39,Ferit lleu
4,12,15,0,Motocicleta,M,31,Ferit lleu
5,12,15,0,Motocicleta,M,46,Ferit lleu
7,12,15,0,Motocicleta,F,46,Ferit lleu
9,12,15,0,Motocicleta,F,34,Ferit lleu
3,12,15,0,Motocicleta,M,39,Ferit lleu
2,12,15,0,Motocicleta,M,38,Ferit lleu
2,12,15,0,Motocicleta,M,41,Ferit lleu
9,12,15,0,Motocicleta,F,38,Ferit lleu
10,12,16,0,Motocicleta,M,36,Ferit lleu
2,12,16,0,Motocicleta,F,28,Ferit lleu
5,12,16,0,Motocicleta,F,22,Ferit lleu
5,12,16,0,Motocicleta,F,34,Ferit lleu
10,12,16,0,Motocicleta,M,29,Ferit lleu
10,12,16,0,Motocicleta,M,49,Ferit lleu
7,12,16,0,Motocicleta,M,36,Ferit lleu
2,12,16,0,Motocicleta,M,36,Ferit lleu
5,12,16,0,Motocicleta,F,23,Ferit lleu
7,12,17,0,Motocicleta,F,42,Ferit lleu
2,12,17,0,Motocicleta,F,37,Ferit lleu
4,12,17,0,Motocicleta,M,26,Ferit lleu
2,12,17,0,Motocicleta,M,44,Ferit lleu
2,12,17,0,Motocicleta,M,26,Ferit lleu
2,12,17,0,Motocicleta,M,38,Ferit lleu
2,12,18,0,Motocicleta,M,32,Ferit lleu
2,12,18,0,Motocicleta,M,17,Ferit lleu
2,12,18,0,Motocicleta,M,29,Ferit lleu
10,12,18,0,Motocicleta,F,54,Ferit lleu
4,12,19,0,Motocicleta,F,21,Ferit lleu
10,12,20,0,Motocicleta,M,36,Ferit lleu
2,12,20,0,Motocicleta,F,40,Ferit lleu
5,12,20,0,Motocicleta,M,32,Ferit lleu
2,12,21,0,Motocicleta,F,22,Ferit lleu
3,12,21,0,Motocicleta,M,33,Ferit lleu
3,12,21,0,Motocicleta,M,55,Ferit lleu
1,12,21,0,Motocicleta,F,36,Ferit lleu
2,12,21,0,Motocicleta,M,38,Ferit lleu
2,12,21,0,Motocicleta,M,45,Ferit lleu
10,12,21,0,Motocicleta,M,54,Ferit lleu
10,12,21,0,Motocicleta,M,30,Ferit lleu
4,12,21,0,Motocicleta,M,28,Ferit lleu
8,12,21,0,Motocicleta,F,36,Ferit lleu
2,12,21,0,Motocicleta,M,29,Ferit lleu
2,12,22,0,Motocicleta,M,31,Ferit lleu
2,12,22,0,Motocicleta,M,46,Ferit lleu
5,12,22,0,Motocicleta,F,22,Ferit lleu
10,12,22,0,Motocicleta,M,27,Ferit lleu
10,12,22,0,Motocicleta,M,49,Ferit lleu
3,12,23,0,Motocicleta,F,32,Ferit lleu
9,12,23,0,Motocicleta,M,51,Ferit lleu
2,12,23,0,Motocicleta,M,48,Ferit lleu
3,12,23,0,Motocicleta,M,51,Ferit lleu
2,12,23,0,Motocicleta,M,36,Ferit lleu
9,12,23,0,Motocicleta,M,54,Ferit lleu
10,12,23,0,Motocicleta,M,35,Ferit lleu
10,12,24,0,Motocicleta,M,27,Ferit lleu
10,12,24,0,Motocicleta,M,27,Ferit lleu
9,12,24,0,Motocicleta,M,26,Ferit lleu
5,12,24,0,Motocicleta,M,29,Ferit lleu
6,12,25,0,Motocicleta,M,25,Ferit lleu
1,12,26,0,Motocicleta,F,34,Ferit lleu
10,12,26,0,Motocicleta,M,30,Ferit lleu
2,12,27,0,Motocicleta,M,27,Ferit lleu
2,12,27,0,Motocicleta,M,26,Ferit lleu
2,12,27,0,Motocicleta,M,32,Ferit lleu
2,12,27,0,Motocicleta,M,23,Ferit lleu
2,12,28,0,Motocicleta,F,25,Ferit lleu
2,12,28,0,Motocicleta,M,33,Ferit lleu
2,12,27,0,Motocicleta,M,53,Ferit lleu
10,12,28,0,Motocicleta,M,31,Ferit lleu
2,12,28,0,Motocicleta,M,22,Ferit lleu
2,12,28,0,Motocicleta,M,32,Ferit lleu
2,12,28,0,Motocicleta,M,25,Ferit lleu
10,12,28,0,Motocicleta,M,33,Ferit lleu
2,12,28,0,Motocicleta,M,57,Ferit lleu
2,12,28,0,Motocicleta,M,45,Ferit lleu
1,12,29,0,Motocicleta,M,52,Ferit lleu
2,12,29,0,Motocicleta,M,76,Ferit lleu
2,12,29,0,Motocicleta,M,40,Ferit lleu
4,12,29,0,Motocicleta,M,18,Ferit lleu
2,12,29,0,Motocicleta,M,44,Ferit lleu
2,12,30,0,Motocicleta,M,33,Ferit lleu
4,12,30,0,Motocicleta,M,32,Ferit lleu
5,12,30,0,Motocicleta,M,55,Ferit lleu
5,12,30,0,Motocicleta,M,41,Ferit lleu
5,12,30,0,Motocicleta,M,65,Ferit lleu
2,12,30,0,Motocicleta,M,52,Ferit lleu
2,12,31,0,Motocicleta,F,23,Ferit lleu
3,12,31,0,Motocicleta,M,39,Ferit lleu
2,12,31,0,Motocicleta,M,28,Ferit lleu
2,12,31,0,Motocicleta,M,27,Ferit lleu
2,12,31,0,Motocicleta,M,20,Ferit lleu
3,12,31,0,Motocicleta,F,35,Ferit lleu
2,3,9,0,Motocicleta,M,36,Mort
2,3,22,0,Motocicleta,M,34,Mort
10,4,17,0,Motocicleta,M,26,Mort
2,7,6,0,Motocicleta,M,38,Mort
6,11,11,0,Motocicleta,M,20,Mort
10,11,24,0,Motocicleta,M,32,Mort
9,1,15,1,Motocicleta,M,26,Ferit greu
2,1,16,1,Motocicleta,M,30,Ferit greu
3,1,20,1,Motocicleta,M,49,Ferit greu
1,1,20,1,Motocicleta,M,45,Ferit greu
10,1,20,1,Motocicleta,M,38,Ferit greu
1,2,9,1,Motocicleta,M,35,Ferit greu
10,3,1,1,Motocicleta,F,46,Ferit greu
2,3,10,1,Motocicleta,M,47,Ferit greu
5,3,10,1,Motocicleta,M,61,Ferit greu
2,4,1,1,Motocicleta,M,41,Ferit greu
4,4,15,1,Motocicleta,F,25,Ferit greu
10,4,22,1,Motocicleta,M,29,Ferit greu
6,4,25,1,Motocicleta,M,32,Ferit greu
2,5,25,1,Motocicleta,M,47,Ferit greu
5,6,15,1,Motocicleta,F,43,Ferit greu
5,7,1,1,Motocicleta,F,52,Ferit greu
6,7,3,1,Motocicleta,M,23,Ferit greu
4,7,19,1,Motocicleta,M,53,Ferit greu
7,7,20,1,Motocicleta,M,48,Ferit greu
1,7,23,1,Motocicleta,M,51,Ferit greu
8,7,26,1,Motocicleta,F,39,Ferit greu
5,8,1,1,Motocicleta,M,36,Ferit greu
5,8,9,1,Motocicleta,M,30,Ferit greu
1,8,13,1,Motocicleta,M,60,Ferit greu
1,8,16,1,Motocicleta,M,40,Ferit greu
2,8,25,1,Motocicleta,M,32,Ferit greu
2,8,25,1,Motocicleta,M,43,Ferit greu
9,9,2,1,Motocicleta,M,67,Ferit greu
2,9,9,1,Motocicleta,F,42,Ferit greu
10,9,9,1,Motocicleta,M,49,Ferit greu
6,10,11,1,Motocicleta,M,35,Ferit greu
6,10,11,1,Motocicleta,M,36,Ferit greu
5,10,13,1,Motocicleta,M,40,Ferit greu
2,10,17,1,Motocicleta,M,30,Ferit greu
2,10,27,1,Motocicleta,M,39,Ferit greu
10,11,3,1,Motocicleta,M,41,Ferit greu
2,11,25,1,Motocicleta,M,47,Ferit greu
4,12,1,1,Motocicleta,F,47,Ferit greu
3,12,7,1,Motocicleta,F,37,Ferit greu
4,12,17,1,Motocicleta,M,45,Ferit greu
2,1,1,1,Motocicleta,M,30,Ferit lleu
2,1,1,1,Motocicleta,M,39,Ferit lleu
7,1,2,1,Motocicleta,M,43,Ferit lleu
2,1,2,1,Motocicleta,M,43,Ferit lleu
5,1,2,1,Motocicleta,F,46,Ferit lleu
5,1,2,1,Motocicleta,M,39,Ferit lleu
2,1,4,1,Motocicleta,F,43,Ferit lleu
2,1,4,1,Motocicleta,F,51,Ferit lleu
3,1,4,1,Motocicleta,M,42,Ferit lleu
4,1,4,1,Motocicleta,F,32,Ferit lleu
8,1,4,1,Motocicleta,M,31,Ferit lleu
6,1,4,1,Motocicleta,M,39,Ferit lleu
9,1,5,1,Motocicleta,F,26,Ferit lleu
7,1,5,1,Motocicleta,F,30,Ferit lleu
2,1,5,1,Motocicleta,M,46,Ferit lleu
2,1,5,1,Motocicleta,M,27,Ferit lleu
2,1,5,1,Motocicleta,M,26,Ferit lleu
4,1,6,1,Motocicleta,M,47,Ferit lleu
5,1,7,1,Motocicleta,M,23,Ferit lleu
5,1,8,1,Motocicleta,M,31,Ferit lleu
3,1,8,1,Motocicleta,F,33,Ferit lleu
2,1,8,1,Motocicleta,M,31,Ferit lleu
6,1,8,1,Motocicleta,M,37,Ferit lleu
1,1,8,1,Motocicleta,M,47,Ferit lleu
10,1,8,1,Motocicleta,M,41,Ferit lleu
2,1,7,1,Motocicleta,M,42,Ferit lleu
10,1,9,1,Motocicleta,M,36,Ferit lleu
2,1,9,1,Motocicleta,M,40,Ferit lleu
5,1,10,1,Motocicleta,F,29,Ferit lleu
3,1,10,1,Motocicleta,M,29,Ferit lleu
5,1,11,1,Motocicleta,M,21,Ferit lleu
2,1,11,1,Motocicleta,F,24,Ferit lleu
1,1,11,1,Motocicleta,F,43,Ferit lleu
2,1,11,1,Motocicleta,M,29,Ferit lleu
3,1,12,1,Motocicleta,M,31,Ferit lleu
10,1,12,1,Motocicleta,M,46,Ferit lleu
5,1,12,1,Motocicleta,M,41,Ferit lleu
1,1,12,1,Motocicleta,M,32,Ferit lleu
9,1,13,1,Motocicleta,M,56,Ferit lleu
5,1,13,1,Motocicleta,M,29,Ferit lleu
3,1,12,1,Motocicleta,M,59,Ferit lleu
6,1,14,1,Motocicleta,M,28,Ferit lleu
2,1,14,1,Motocicleta,F,32,Ferit lleu
3,1,14,1,Motocicleta,M,34,Ferit lleu
4,1,14,1,Motocicleta,M,37,Ferit lleu
2,1,14,1,Motocicleta,F,28,Ferit lleu
2,1,14,1,Motocicleta,F,27,Ferit lleu
10,1,14,1,Motocicleta,M,30,Ferit lleu
9,1,15,1,Motocicleta,M,26,Ferit lleu
10,1,15,1,Motocicleta,M,30,Ferit lleu
2,1,16,1,Motocicleta,M,27,Ferit lleu
3,1,16,1,Motocicleta,F,29,Ferit lleu
7,1,16,1,Motocicleta,M,24,Ferit lleu
10,1,17,1,Motocicleta,M,34,Ferit lleu
10,1,17,1,Motocicleta,M,35,Ferit lleu
2,1,18,1,Motocicleta,F,23,Ferit lleu
5,1,18,1,Motocicleta,M,31,Ferit lleu
7,1,18,1,Motocicleta,F,29,Ferit lleu
10,1,18,1,Motocicleta,M,53,Ferit lleu
8,1,18,1,Motocicleta,F,28,Ferit lleu
5,1,19,1,Motocicleta,M,34,Ferit lleu
2,1,19,1,Motocicleta,M,27,Ferit lleu
2,1,19,1,Motocicleta,M,38,Ferit lleu
8,1,19,1,Motocicleta,M,64,Ferit lleu
1,1,19,1,Motocicleta,M,18,Ferit lleu
10,1,20,1,Motocicleta,M,44,Ferit lleu
7,1,20,1,Motocicleta,M,18,Ferit lleu
4,1,20,1,Motocicleta,F,31,Ferit lleu
3,1,20,1,Motocicleta,M,38,Ferit lleu
2,1,20,1,Motocicleta,M,26,Ferit lleu
4,1,20,1,Motocicleta,M,44,Ferit lleu
2,1,20,1,Motocicleta,M,45,Ferit lleu
2,1,20,1,Motocicleta,M,25,Ferit lleu
8,1,20,1,Motocicleta,M,23,Ferit lleu
7,1,20,1,Motocicleta,M,46,Ferit lleu
10,1,20,1,Motocicleta,F,31,Ferit lleu
5,1,20,1,Motocicleta,M,40,Ferit lleu
5,1,20,1,Motocicleta,F,19,Ferit lleu
3,1,21,1,Motocicleta,M,57,Ferit lleu
5,1,21,1,Motocicleta,F,32,Ferit lleu
2,1,21,1,Motocicleta,M,40,Ferit lleu
8,1,21,1,Motocicleta,F,28,Ferit lleu
2,1,21,1,Motocicleta,M,27,Ferit lleu
5,1,21,1,Motocicleta,M,84,Ferit lleu
1,1,21,1,Motocicleta,M,34,Ferit lleu
7,1,22,1,Motocicleta,M,24,Ferit lleu
7,1,22,1,Motocicleta,M,36,Ferit lleu
5,1,22,1,Motocicleta,M,17,Ferit lleu
5,1,22,1,Motocicleta,F,41,Ferit lleu
10,1,22,1,Motocicleta,M,40,Ferit lleu
5,1,22,1,Motocicleta,F,37,Ferit lleu
2,1,22,1,Motocicleta,F,37,Ferit lleu
7,1,22,1,Motocicleta,F,51,Ferit lleu
7,1,22,1,Motocicleta,M,51,Ferit lleu
2,1,22,1,Motocicleta,M,35,Ferit lleu
5,1,23,1,Motocicleta,F,36,Ferit lleu
1,1,24,1,Motocicleta,M,50,Ferit lleu
4,1,24,1,Motocicleta,M,49,Ferit lleu
7,1,25,1,Motocicleta,M,34,Ferit lleu
2,1,25,1,Motocicleta,M,26,Ferit lleu
2,1,26,1,Motocicleta,M,40,Ferit lleu
2,1,26,1,Motocicleta,M,56,Ferit lleu
2,1,26,1,Motocicleta,F,30,Ferit lleu
1,1,26,1,Motocicleta,M,38,Ferit lleu
7,1,26,1,Motocicleta,F,36,Ferit lleu
7,1,26,1,Motocicleta,M,29,Ferit lleu
10,1,27,1,Motocicleta,M,47,Ferit lleu
5,1,27,1,Motocicleta,M,35,Ferit lleu
4,1,27,1,Motocicleta,M,32,Ferit lleu
9,1,27,1,Motocicleta,F,47,Ferit lleu
2,1,27,1,Motocicleta,M,47,Ferit lleu
6,1,27,1,Motocicleta,M,41,Ferit lleu
10,1,27,1,Motocicleta,M,39,Ferit lleu
2,1,27,1,Motocicleta,M,63,Ferit lleu
10,1,27,1,Motocicleta,M,37,Ferit lleu
9,1,28,1,Motocicleta,M,26,Ferit lleu
2,1,28,1,Motocicleta,F,28,Ferit lleu
2,1,28,1,Motocicleta,M,51,Ferit lleu
5,1,28,1,Motocicleta,M,56,Ferit lleu
5,1,28,1,Motocicleta,M,31,Ferit lleu
8,1,28,1,Motocicleta,M,31,Ferit lleu
2,1,28,1,Motocicleta,M,39,Ferit lleu
2,1,29,1,Motocicleta,M,39,Ferit lleu
2,1,29,1,Motocicleta,M,28,Ferit lleu
10,1,29,1,Motocicleta,F,18,Ferit lleu
2,1,29,1,Motocicleta,M,39,Ferit lleu
1,1,29,1,Motocicleta,M,63,Ferit lleu
2,1,29,1,Motocicleta,M,24,Ferit lleu
7,1,30,1,Motocicleta,M,28,Ferit lleu
8,1,30,1,Motocicleta,M,36,Ferit lleu
2,1,30,1,Motocicleta,M,26,Ferit lleu
2,1,31,1,Motocicleta,M,22,Ferit lleu
2,1,31,1,Motocicleta,M,37,Ferit lleu
3,1,31,1,Motocicleta,M,23,Ferit lleu
2,2,1,1,Motocicleta,M,31,Ferit lleu
2,2,1,1,Motocicleta,M,36,Ferit lleu
9,2,2,1,Motocicleta,M,38,Ferit lleu
10,2,2,1,Motocicleta,M,22,Ferit lleu
3,2,2,1,Motocicleta,M,28,Ferit lleu
8,2,2,1,Motocicleta,M,66,Ferit lleu
10,2,3,1,Motocicleta,M,24,Ferit lleu
2,2,3,1,Motocicleta,M,38,Ferit lleu
7,2,3,1,Motocicleta,M,37,Ferit lleu
5,2,3,1,Motocicleta,M,32,Ferit lleu
5,2,3,1,Motocicleta,F,29,Ferit lleu
2,2,3,1,Motocicleta,F,31,Ferit lleu
-1,2,3,1,Motocicleta,M,48,Ferit lleu
7,2,3,1,Motocicleta,M,52,Ferit lleu
4,2,3,1,Motocicleta,M,26,Ferit lleu
9,2,3,1,Motocicleta,M,24,Ferit lleu
9,2,3,1,Motocicleta,F,47,Ferit lleu
5,2,3,1,Motocicleta,M,53,Ferit lleu
2,2,4,1,Motocicleta,M,38,Ferit lleu
4,2,4,1,Motocicleta,F,36,Ferit lleu
7,1,20,1,Motocicleta,M,24,Ferit lleu
1,2,5,1,Motocicleta,M,23,Ferit lleu
2,2,5,1,Motocicleta,M,56,Ferit lleu
5,2,5,1,Motocicleta,M,33,Ferit lleu
6,2,5,1,Motocicleta,M,39,Ferit lleu
5,2,6,1,Motocicleta,M,25,Ferit lleu
3,2,7,1,Motocicleta,M,30,Ferit lleu
5,2,8,1,Motocicleta,M,35,Ferit lleu
1,2,8,1,Motocicleta,M,37,Ferit lleu
5,2,8,1,Motocicleta,F,24,Ferit lleu
10,2,9,1,Motocicleta,M,37,Ferit lleu
4,2,9,1,Motocicleta,M,33,Ferit lleu
5,2,9,1,Motocicleta,M,51,Ferit lleu
2,2,9,1,Motocicleta,M,35,Ferit lleu
8,2,10,1,Motocicleta,M,35,Ferit lleu
2,2,10,1,Motocicleta,M,41,Ferit lleu
1,2,10,1,Motocicleta,F,22,Ferit lleu
2,2,10,1,Motocicleta,M,46,Ferit lleu
7,2,10,1,Motocicleta,M,45,Ferit lleu
2,2,10,1,Motocicleta,M,39,Ferit lleu
6,2,11,1,Motocicleta,F,37,Ferit lleu
4,2,11,1,Motocicleta,M,27,Ferit lleu
4,2,11,1,Motocicleta,M,40,Ferit lleu
2,2,11,1,Motocicleta,F,44,Ferit lleu
2,2,11,1,Motocicleta,M,56,Ferit lleu
5,2,11,1,Motocicleta,F,35,Ferit lleu
3,2,12,1,Motocicleta,M,43,Ferit lleu
10,2,12,1,Motocicleta,M,50,Ferit lleu
2,2,12,1,Motocicleta,M,29,Ferit lleu
6,2,12,1,Motocicleta,M,17,Ferit lleu
2,2,12,1,Motocicleta,F,51,Ferit lleu
2,2,12,1,Motocicleta,M,28,Ferit lleu
5,2,12,1,Motocicleta,F,38,Ferit lleu
2,2,12,1,Motocicleta,M,28,Ferit lleu
4,2,12,1,Motocicleta,F,33,Ferit lleu
2,2,12,1,Motocicleta,M,28,Ferit lleu
2,2,12,1,Motocicleta,F,24,Ferit lleu
5,2,15,1,Motocicleta,M,50,Ferit lleu
3,2,15,1,Motocicleta,M,31,Ferit lleu
2,2,15,1,Motocicleta,F,28,Ferit lleu
2,2,15,1,Motocicleta,M,39,Ferit lleu
5,2,15,1,Motocicleta,M,32,Ferit lleu
5,2,15,1,Motocicleta,M,53,Ferit lleu
7,2,16,1,Motocicleta,F,30,Ferit lleu
3,2,16,1,Motocicleta,M,24,Ferit lleu
2,2,16,1,Motocicleta,M,30,Ferit lleu
2,2,16,1,Motocicleta,M,54,Ferit lleu
2,2,16,1,Motocicleta,M,28,Ferit lleu
4,2,17,1,Motocicleta,M,32,Ferit lleu
2,2,17,1,Motocicleta,F,25,Ferit lleu
6,2,17,1,Motocicleta,M,43,Ferit lleu
10,2,18,1,Motocicleta,M,48,Ferit lleu
6,2,18,1,Motocicleta,M,38,Ferit lleu
2,2,18,1,Motocicleta,F,30,Ferit lleu
2,2,18,1,Motocicleta,M,48,Ferit lleu
6,2,18,1,Motocicleta,F,50,Ferit lleu
2,2,18,1,Motocicleta,M,50,Ferit lleu
2,2,18,1,Motocicleta,M,40,Ferit lleu
4,2,18,1,Motocicleta,M,32,Ferit lleu
2,2,18,1,Motocicleta,M,20,Ferit lleu
4,2,19,1,Motocicleta,M,39,Ferit lleu
2,2,19,1,Motocicleta,M,28,Ferit lleu
10,2,19,1,Motocicleta,F,35,Ferit lleu
2,2,19,1,Motocicleta,M,30,Ferit lleu
10,2,19,1,Motocicleta,M,35,Ferit lleu
8,2,19,1,Motocicleta,M,40,Ferit lleu
10,2,20,1,Motocicleta,M,Desconegut,Ferit lleu
5,2,20,1,Motocicleta,M,48,Ferit lleu
6,2,20,1,Motocicleta,M,43,Ferit lleu
7,2,22,1,Motocicleta,M,34,Ferit lleu
9,2,22,1,Motocicleta,M,33,Ferit lleu
9,2,22,1,Motocicleta,M,58,Ferit lleu
2,2,22,1,Motocicleta,F,33,Ferit lleu
8,2,22,1,Motocicleta,F,41,Ferit lleu
5,2,22,1,Motocicleta,M,41,Ferit lleu
2,2,22,1,Motocicleta,M,Desconegut,Ferit lleu
8,2,23,1,Motocicleta,M,60,Ferit lleu
2,2,23,1,Motocicleta,M,41,Ferit lleu
2,2,23,1,Motocicleta,M,28,Ferit lleu
9,2,23,1,Motocicleta,F,37,Ferit lleu
10,2,23,1,Motocicleta,M,46,Ferit lleu
5,2,24,1,Motocicleta,M,28,Ferit lleu
10,2,24,1,Motocicleta,M,73,Ferit lleu
10,2,24,1,Motocicleta,M,69,Ferit lleu
2,2,24,1,Motocicleta,M,40,Ferit lleu
2,2,25,1,Motocicleta,M,30,Ferit lleu
10,2,25,1,Motocicleta,M,62,Ferit lleu
4,2,25,1,Motocicleta,M,35,Ferit lleu
4,2,25,1,Motocicleta,M,34,Ferit lleu
4,2,25,1,Motocicleta,M,28,Ferit lleu
5,2,25,1,Motocicleta,M,51,Ferit lleu
6,2,25,1,Motocicleta,M,61,Ferit lleu
6,2,25,1,Motocicleta,F,34,Ferit lleu
5,2,25,1,Motocicleta,M,41,Ferit lleu
6,2,26,1,Motocicleta,M,48,Ferit lleu
1,2,26,1,Motocicleta,M,40,Ferit lleu
10,2,26,1,Motocicleta,M,28,Ferit lleu
2,2,27,1,Motocicleta,M,44,Ferit lleu
2,2,27,1,Motocicleta,M,33,Ferit lleu
2,2,28,1,Motocicleta,M,47,Ferit lleu
2,3,1,1,Motocicleta,M,27,Ferit lleu
2,3,1,1,Motocicleta,F,29,Ferit lleu
9,3,1,1,Motocicleta,M,34,Ferit lleu
7,3,2,1,Motocicleta,M,49,Ferit lleu
10,3,2,1,Motocicleta,M,34,Ferit lleu
3,3,2,1,Motocicleta,M,32,Ferit lleu
2,3,2,1,Motocicleta,M,39,Ferit lleu
6,3,2,1,Motocicleta,M,47,Ferit lleu
6,3,2,1,Motocicleta,M,30,Ferit lleu
2,3,2,1,Motocicleta,M,21,Ferit lleu
7,3,2,1,Motocicleta,M,30,Ferit lleu
3,3,2,1,Motocicleta,M,32,Ferit lleu
7,3,3,1,Motocicleta,M,19,Ferit lleu
10,3,4,1,Motocicleta,M,32,Ferit lleu
3,3,4,1,Motocicleta,M,39,Ferit lleu
2,3,4,1,Motocicleta,M,44,Ferit lleu
2,3,4,1,Motocicleta,M,23,Ferit lleu
10,3,4,1,Motocicleta,F,30,Ferit lleu
2,3,4,1,Motocicleta,F,34,Ferit lleu
3,3,4,1,Motocicleta,M,28,Ferit lleu
3,3,4,1,Motocicleta,F,34,Ferit lleu
5,3,5,1,Motocicleta,M,33,Ferit lleu
5,3,5,1,Motocicleta,M,44,Ferit lleu
10,3,5,1,Motocicleta,M,61,Ferit lleu
2,3,5,1,Motocicleta,M,58,Ferit lleu
4,3,6,1,Motocicleta,M,42,Ferit lleu
10,3,6,1,Motocicleta,M,57,Ferit lleu
1,3,6,1,Motocicleta,M,29,Ferit lleu
6,3,6,1,Motocicleta,M,24,Ferit lleu
3,3,7,1,Motocicleta,M,26,Ferit lleu
8,3,7,1,Motocicleta,M,45,Ferit lleu
2,3,8,1,Motocicleta,M,47,Ferit lleu
4,3,9,1,Motocicleta,M,24,Ferit lleu
2,3,9,1,Motocicleta,M,42,Ferit lleu
1,3,10,1,Motocicleta,M,58,Ferit lleu
2,3,10,1,Motocicleta,F,18,Ferit lleu
6,3,10,1,Motocicleta,F,41,Ferit lleu
10,3,11,1,Motocicleta,M,39,Ferit lleu
2,3,11,1,Motocicleta,M,35,Ferit lleu
5,3,6,1,Motocicleta,M,50,Ferit lleu
5,3,12,1,Motocicleta,M,45,Ferit lleu
10,3,12,1,Motocicleta,M,30,Ferit lleu
2,3,12,1,Motocicleta,F,41,Ferit lleu
8,3,12,1,Motocicleta,F,24,Ferit lleu
2,3,12,1,Motocicleta,M,19,Ferit lleu
5,3,12,1,Motocicleta,F,45,Ferit lleu
7,3,14,1,Motocicleta,M,42,Ferit lleu
2,3,15,1,Motocicleta,M,23,Ferit lleu
4,3,15,1,Motocicleta,M,55,Ferit lleu
2,3,15,1,Motocicleta,M,37,Ferit lleu
9,3,15,1,Motocicleta,M,48,Ferit lleu
8,3,15,1,Motocicleta,M,37,Ferit lleu
5,3,15,1,Motocicleta,M,56,Ferit lleu
2,3,16,1,Motocicleta,F,34,Ferit lleu
7,3,16,1,Motocicleta,M,38,Ferit lleu
2,3,16,1,Motocicleta,M,36,Ferit lleu
4,3,16,1,Motocicleta,M,20,Ferit lleu
9,3,16,1,Motocicleta,M,31,Ferit lleu
3,3,17,1,Motocicleta,M,30,Ferit lleu
10,3,17,1,Motocicleta,M,49,Ferit lleu
10,3,17,1,Motocicleta,F,42,Ferit lleu
5,3,17,1,Motocicleta,M,37,Ferit lleu
10,3,17,1,Motocicleta,M,34,Ferit lleu
10,3,17,1,Motocicleta,M,52,Ferit lleu
4,3,18,1,Motocicleta,M,23,Ferit lleu
4,3,18,1,Motocicleta,M,35,Ferit lleu
4,3,18,1,Motocicleta,M,41,Ferit lleu
4,3,18,1,Motocicleta,F,41,Ferit lleu
8,3,18,1,Motocicleta,M,40,Ferit lleu
4,3,18,1,Motocicleta,M,38,Ferit lleu
2,3,18,1,Motocicleta,F,40,Ferit lleu
10,3,18,1,Motocicleta,F,27,Ferit lleu
10,3,18,1,Motocicleta,M,33,Ferit lleu
2,3,18,1,Motocicleta,M,27,Ferit lleu
5,3,19,1,Motocicleta,M,31,Ferit lleu
8,3,19,1,Motocicleta,F,44,Ferit lleu
10,3,19,1,Motocicleta,M,45,Ferit lleu
2,3,19,1,Motocicleta,M,41,Ferit lleu
6,3,19,1,Motocicleta,M,33,Ferit lleu
10,3,19,1,Motocicleta,M,31,Ferit lleu
10,3,20,1,Motocicleta,M,43,Ferit lleu
2,3,20,1,Motocicleta,M,38,Ferit lleu
2,3,20,1,Motocicleta,M,40,Ferit lleu
2,3,20,1,Motocicleta,M,Desconegut,Ferit lleu
2,3,20,1,Motocicleta,M,30,Ferit lleu
2,3,21,1,Motocicleta,F,28,Ferit lleu
1,3,21,1,Motocicleta,M,46,Ferit lleu
4,3,21,1,Motocicleta,M,16,Ferit lleu
5,3,22,1,Motocicleta,M,38,Ferit lleu
4,3,23,1,Motocicleta,M,32,Ferit lleu
4,3,23,1,Motocicleta,M,29,Ferit lleu
4,3,23,1,Motocicleta,M,35,Ferit lleu
1,3,23,1,Motocicleta,M,33,Ferit lleu
5,3,23,1,Motocicleta,M,45,Ferit lleu
5,3,23,1,Motocicleta,M,40,Ferit lleu
4,3,24,1,Motocicleta,M,22,Ferit lleu
